Date,Geography,Views
2020-12-17,BJ,0
2020-12-18,BJ,0
2020-12-19,BJ,0
2020-12-20,BJ,0
2020-12-21,BJ,0
2020-12-22,BJ,0
2020-12-23,BJ,0
2020-12-24,BJ,0
2020-12-25,BJ,0
2020-12-26,BJ,0
2020-12-27,BJ,0
2020-12-28,BJ,0
2020-12-29,BJ,0
2020-12-30,BJ,0
2020-12-31,BJ,0
2021-01-01,BJ,0
2021-01-02,BJ,0
2021-01-03,BJ,0
2021-01-04,BJ,0
2021-01-05,BJ,0
2021-01-06,BJ,0
2021-01-07,BJ,0
2021-01-08,BJ,0
2021-01-09,BJ,0
2021-01-10,BJ,0
2021-01-11,BJ,0
2021-01-12,BJ,0
2021-01-13,BJ,0
2021-01-14,BJ,0
2021-01-15,BJ,0
2021-01-16,BJ,0
2021-01-17,BJ,0
2021-01-18,BJ,0
2021-01-19,BJ,0
2021-01-20,BJ,0
2021-01-21,BJ,0
2021-01-22,BJ,0
2021-01-23,BJ,0
2021-01-24,BJ,0
2021-01-25,BJ,0
2021-01-26,BJ,0
2021-01-27,BJ,0
2021-01-28,BJ,0
2021-01-29,BJ,0
2021-01-30,BJ,0
2021-01-31,BJ,0
2021-02-01,BJ,0
2021-02-02,BJ,0
2021-02-03,BJ,0
2021-02-04,BJ,0
2021-02-05,BJ,0
2021-02-06,BJ,0
2021-02-07,BJ,0
2021-02-08,BJ,0
2021-02-09,BJ,0
2021-02-10,BJ,0
2021-02-11,BJ,0
2021-02-12,BJ,0
2021-02-13,BJ,0
2021-02-14,BJ,0
2021-02-15,BJ,0
2021-02-16,BJ,0
2021-02-17,BJ,0
2021-02-18,BJ,0
2021-02-19,BJ,0
2021-02-20,BJ,0
2021-02-21,BJ,0
2021-02-22,BJ,0
2021-02-23,BJ,0
2021-02-24,BJ,0
2021-02-25,BJ,0
2021-02-26,BJ,0
2021-02-27,BJ,0
2021-02-28,BJ,0
2021-03-01,BJ,0
2021-03-02,BJ,0
2021-03-03,BJ,0
2021-03-04,BJ,0
2021-03-05,BJ,0
2021-03-06,BJ,0
2021-03-07,BJ,0
2021-03-08,BJ,0
2021-03-09,BJ,0
2021-03-10,BJ,0
2021-03-11,BJ,0
2021-03-12,BJ,0
2021-03-13,BJ,0
2021-03-14,BJ,0
2021-03-15,BJ,0
2021-03-16,BJ,0
2021-03-17,BJ,0
2021-03-18,BJ,0
2021-03-19,BJ,0
2021-03-20,BJ,0
2021-03-21,BJ,0
2021-03-22,BJ,0
2021-03-23,BJ,0
2021-03-24,BJ,0
2021-03-25,BJ,0
2021-03-26,BJ,0
2021-03-27,BJ,0
2021-03-28,BJ,0
2021-03-29,BJ,0
2021-03-30,BJ,0
2021-03-31,BJ,0
2021-04-01,BJ,0
2021-04-02,BJ,0
2021-04-03,BJ,0
2021-04-04,BJ,0
2021-04-05,BJ,0
2021-04-06,BJ,0
2021-04-07,BJ,0
2021-04-08,BJ,0
2021-04-09,BJ,0
2021-04-10,BJ,0
2021-04-11,BJ,0
2021-04-12,BJ,0
2021-04-13,BJ,0
2021-04-14,BJ,0
2021-04-15,BJ,0
2021-04-16,BJ,0
2021-04-17,BJ,0
2021-04-18,BJ,0
2021-04-19,BJ,0
2021-04-20,BJ,0
2021-04-21,BJ,0
2021-04-22,BJ,0
2021-04-23,BJ,0
2021-04-24,BJ,0
2021-04-25,BJ,27
2021-04-26,BJ,0
2021-04-27,BJ,0
2021-04-28,BJ,0
2021-04-29,BJ,0
2021-04-30,BJ,0
2021-05-01,BJ,0
2021-05-02,BJ,0
2021-05-03,BJ,0
2021-05-04,BJ,0
2021-05-05,BJ,0
2021-05-06,BJ,0
2021-05-07,BJ,0
2021-05-08,BJ,0
2021-05-09,BJ,0
2021-05-10,BJ,0
2021-05-11,BJ,0
2021-05-12,BJ,0
2021-05-13,BJ,0
2021-05-14,BJ,0
2021-05-15,BJ,0
2021-05-16,BJ,0
2021-05-17,BJ,0
2021-05-18,BJ,0
2021-05-19,BJ,0
2021-05-20,BJ,0
2021-05-21,BJ,0
2021-05-22,BJ,0
2021-05-23,BJ,0
2021-05-24,BJ,0
2021-05-25,BJ,0
2021-05-26,BJ,0
2021-05-27,BJ,0
2021-05-28,BJ,0
2021-05-29,BJ,0
2021-05-30,BJ,0
2021-05-31,BJ,0
2021-06-01,BJ,0
2021-06-02,BJ,0
2021-06-03,BJ,0
2021-06-04,BJ,0
2021-06-05,BJ,0
2021-06-06,BJ,0
2021-06-07,BJ,0
2021-06-08,BJ,0
2021-06-09,BJ,0
2021-06-10,BJ,0
2021-06-11,BJ,0
2021-06-12,BJ,0
2021-06-13,BJ,0
2021-06-14,BJ,0
2021-06-15,BJ,0
2021-06-16,BJ,0
2021-06-17,BJ,0
2021-06-18,BJ,0
2021-06-19,BJ,0
2021-06-20,BJ,0
2021-06-21,BJ,35
2021-06-22,BJ,0
2021-06-23,BJ,10
2021-06-24,BJ,0
2021-06-25,BJ,0
2021-06-26,BJ,0
2021-06-27,BJ,13
2021-06-28,BJ,0
2021-06-29,BJ,0
2021-06-30,BJ,0
2021-07-01,BJ,0
2021-07-02,BJ,0
2021-07-03,BJ,0
2021-07-04,BJ,0
2021-07-05,BJ,0
2021-07-06,BJ,0
2021-07-07,BJ,0
2021-07-08,BJ,0
2021-07-09,BJ,0
2021-07-10,BJ,0
2021-07-11,BJ,0
2021-07-12,BJ,11
2021-07-13,BJ,0
2021-07-14,BJ,0
2021-07-15,BJ,0
2021-07-16,BJ,0
2021-07-17,BJ,0
2021-07-18,BJ,0
2021-07-19,BJ,0
2021-07-20,BJ,0
2021-07-21,BJ,0
2021-07-22,BJ,0
2021-07-23,BJ,0
2021-07-24,BJ,17
2021-07-25,BJ,0
2021-07-26,BJ,0
2021-07-27,BJ,0
2021-07-28,BJ,0
2021-07-29,BJ,0
2021-07-30,BJ,0
2021-07-31,BJ,0
2021-08-01,BJ,0
2021-08-02,BJ,0
2021-08-03,BJ,0
2021-08-04,BJ,0
2021-08-05,BJ,0
2021-08-06,BJ,0
2021-08-07,BJ,0
2021-08-08,BJ,0
2021-08-09,BJ,0
2021-08-10,BJ,0
2021-08-11,BJ,0
2021-08-12,BJ,0
2021-08-13,BJ,0
2021-08-14,BJ,0
2021-08-15,BJ,0
2021-08-16,BJ,0
2021-08-17,BJ,0
2021-08-18,BJ,0
2021-08-19,BJ,0
2021-08-20,BJ,0
2021-08-21,BJ,0
2021-08-22,BJ,0
2021-08-23,BJ,0
2021-08-24,BJ,0
2021-08-25,BJ,0
2021-08-26,BJ,0
2021-08-27,BJ,0
2021-08-28,BJ,0
2021-08-29,BJ,0
2021-08-30,BJ,0
2021-08-31,BJ,0
2021-09-01,BJ,0
2021-09-02,BJ,0
2021-09-03,BJ,0
2021-09-04,BJ,0
2021-09-05,BJ,0
2021-09-06,BJ,0
2021-09-07,BJ,0
2021-09-08,BJ,0
2021-09-09,BJ,0
2021-09-10,BJ,0
2021-09-11,BJ,0
2021-09-12,BJ,0
2021-09-13,BJ,0
2021-09-14,BJ,0
2021-09-15,BJ,0
2021-09-16,BJ,0
2021-09-17,BJ,0
2021-09-18,BJ,0
2021-09-19,BJ,0
2021-09-20,BJ,0
2021-09-21,BJ,0
2021-09-22,BJ,0
2021-09-23,BJ,0
2021-09-24,BJ,0
2021-09-25,BJ,0
2021-09-26,BJ,0
2021-09-27,BJ,0
2021-09-28,BJ,0
2021-09-29,BJ,0
2021-09-30,BJ,0
2021-10-01,BJ,0
2021-10-02,BJ,0
2021-10-03,BJ,0
2021-10-04,BJ,0
2021-10-05,BJ,0
2021-10-06,BJ,0
2021-10-07,BJ,0
2021-10-08,BJ,0
2021-10-09,BJ,0
2021-10-10,BJ,0
2021-10-11,BJ,0
2021-10-12,BJ,0
2021-10-13,BJ,0
2021-10-14,BJ,0
2021-10-15,BJ,0
2021-10-16,BJ,0
2021-10-17,BJ,0
2021-10-18,BJ,0
2021-10-19,BJ,0
2021-10-20,BJ,0
2021-10-21,BJ,0
2021-10-22,BJ,0
2021-10-23,BJ,0
2021-10-24,BJ,0
2021-10-25,BJ,0
2021-10-26,BJ,0
2021-10-27,BJ,0
2021-10-28,BJ,0
2021-10-29,BJ,0
2021-10-30,BJ,0
2021-10-31,BJ,0
2021-11-01,BJ,0
2021-11-02,BJ,0
2021-11-03,BJ,0
2021-11-04,BJ,0
2021-11-05,BJ,0
2021-11-06,BJ,0
2021-11-07,BJ,0
2021-11-08,BJ,0
2021-11-09,BJ,0
2021-11-10,BJ,0
2021-11-11,BJ,0
2021-11-12,BJ,0
2021-11-13,BJ,0
2021-11-14,BJ,0
2021-11-15,BJ,0
2021-11-16,BJ,0
2021-11-17,BJ,0
2021-11-18,BJ,0
2021-11-19,BJ,0
2021-11-20,BJ,0
2021-11-21,BJ,0
2021-11-22,BJ,0
2021-11-23,BJ,0
2021-11-24,BJ,0
2021-11-25,BJ,0
2021-11-26,BJ,0
2021-11-27,BJ,0
2021-11-28,BJ,0
2021-11-29,BJ,0
2021-11-30,BJ,0
2021-12-01,BJ,0
2021-12-02,BJ,0
2021-12-03,BJ,0
2021-12-04,BJ,0
2021-12-05,BJ,0
2021-12-06,BJ,0
2021-12-07,BJ,0
2021-12-08,BJ,0
2021-12-09,BJ,0
2021-12-10,BJ,0
2021-12-11,BJ,0
2021-12-12,BJ,0
2021-12-13,BJ,0
2021-12-14,BJ,0
2021-12-15,BJ,0
2021-12-16,BJ,0
2021-12-17,BJ,0
2021-12-18,BJ,0
2021-12-19,BJ,0
2021-12-20,BJ,0
2021-12-21,BJ,0
2021-12-22,BJ,0
2021-12-23,BJ,0
2021-12-24,BJ,0
2021-12-25,BJ,0
2021-12-26,BJ,0
2021-12-27,BJ,0
2021-12-28,BJ,0
2021-12-29,BJ,0
2021-12-30,BJ,0
2021-12-31,BJ,0
2022-01-01,BJ,0
2022-01-02,BJ,0
2022-01-03,BJ,0
2022-01-04,BJ,0
2022-01-05,BJ,0
2022-01-06,BJ,0
2022-01-07,BJ,0
2022-01-08,BJ,0
2022-01-09,BJ,0
2022-01-10,BJ,0
2022-01-11,BJ,0
2022-01-12,BJ,0
2022-01-13,BJ,0
2022-01-14,BJ,0
2022-01-15,BJ,0
2022-01-16,BJ,0
2022-01-17,BJ,0
2022-01-18,BJ,0
2022-01-19,BJ,0
2022-01-20,BJ,0
2022-01-21,BJ,0
2022-01-22,BJ,0
2022-01-23,BJ,0
2022-01-24,BJ,0
2022-01-25,BJ,0
2022-01-26,BJ,0
2022-01-27,BJ,0
2022-01-28,BJ,0
2022-01-29,BJ,0
2022-01-30,BJ,0
2022-01-31,BJ,0
2022-02-01,BJ,0
2022-02-02,BJ,0
2022-02-03,BJ,0
2022-02-04,BJ,0
2022-02-05,BJ,0
2022-02-06,BJ,0
2022-02-07,BJ,0
2022-02-08,BJ,0
2022-02-09,BJ,0
2022-02-10,BJ,0
2022-02-11,BJ,0
2022-02-12,BJ,0
2022-02-13,BJ,0
2022-02-14,BJ,0
2022-02-15,BJ,0
2022-02-16,BJ,0
2022-02-17,BJ,0
2022-02-18,BJ,0
2022-02-19,BJ,0
2022-02-20,BJ,0
2022-02-21,BJ,0
2022-02-22,BJ,0
2022-02-23,BJ,0
2022-02-24,BJ,0
2022-02-25,BJ,0
2022-02-26,BJ,0
2022-02-27,BJ,0
2022-02-28,BJ,0
2022-03-01,BJ,0
2022-03-02,BJ,0
2022-03-03,BJ,0
2022-03-04,BJ,0
2022-03-05,BJ,0
2022-03-06,BJ,0
2022-03-07,BJ,0
2022-03-08,BJ,0
2022-03-09,BJ,0
2022-03-10,BJ,0
2022-03-11,BJ,0
2022-03-12,BJ,0
2022-03-13,BJ,0
2022-03-14,BJ,0
2022-03-15,BJ,0
2022-03-16,BJ,0
2022-03-17,BJ,0
2022-03-18,BJ,0
2022-03-19,BJ,0
2022-03-20,BJ,0
2022-03-21,BJ,0
2022-03-22,BJ,0
2022-03-23,BJ,0
2022-03-24,BJ,0
2022-03-25,BJ,0
2022-03-26,BJ,0
2022-03-27,BJ,0
2022-03-28,BJ,0
2022-03-29,BJ,0
2022-03-30,BJ,0
2022-03-31,BJ,0
2022-04-01,BJ,0
2022-04-02,BJ,0
2022-04-03,BJ,0
2022-04-04,BJ,0
2022-04-05,BJ,0
2022-04-06,BJ,0
2022-04-07,BJ,0
2022-04-08,BJ,0
2022-04-09,BJ,0
2022-04-10,BJ,0
2022-04-11,BJ,0
2022-04-12,BJ,0
2022-04-13,BJ,0
2022-04-14,BJ,0
2022-04-15,BJ,0
2022-04-16,BJ,0
2022-04-17,BJ,0
2022-04-18,BJ,0
2022-04-19,BJ,0
2022-04-20,BJ,0
2022-04-21,BJ,0
2022-04-22,BJ,0
2022-04-23,BJ,0
2022-04-24,BJ,0
2022-04-25,BJ,0
2022-04-26,BJ,0
2022-04-27,BJ,0
2022-04-28,BJ,0
2022-04-29,BJ,0
2022-04-30,BJ,0
2022-05-01,BJ,0
2022-05-02,BJ,0
2022-05-03,BJ,0
2022-05-04,BJ,0
2022-05-05,BJ,0
2022-05-06,BJ,0
2022-05-07,BJ,0
2022-05-08,BJ,0
2022-05-09,BJ,0
2022-05-10,BJ,0
2022-05-11,BJ,0
2022-05-12,BJ,11
2022-05-13,BJ,0
2022-05-14,BJ,0
2022-05-15,BJ,0
2022-05-16,BJ,0
2022-05-17,BJ,0
2022-05-18,BJ,0
2022-05-19,BJ,0
2022-05-20,BJ,0
2022-05-21,BJ,0
2022-05-22,BJ,0
2022-05-23,BJ,0
2022-05-24,BJ,0
2022-05-25,BJ,0
2022-05-26,BJ,0
2022-05-27,BJ,0
2022-05-28,BJ,0
2022-05-29,BJ,0
2022-05-30,BJ,0
2022-05-31,BJ,0
2022-06-01,BJ,0
2022-06-02,BJ,0
2022-06-03,BJ,0
2022-06-04,BJ,0
2022-06-05,BJ,0
2022-06-06,BJ,0
2022-06-07,BJ,0
2022-06-08,BJ,0
2022-06-09,BJ,0
2022-06-10,BJ,0
2022-06-11,BJ,0
2022-06-12,BJ,0
2022-06-13,BJ,0
2022-06-14,BJ,0
2022-06-15,BJ,0
2022-06-16,BJ,0
2022-06-17,BJ,0
2022-06-18,BJ,0
2022-06-19,BJ,0
2022-06-20,BJ,0
2022-06-21,BJ,0
2022-06-22,BJ,0
2022-06-23,BJ,0
2022-06-24,BJ,0
2022-06-25,BJ,0
2022-06-26,BJ,0
2022-06-27,BJ,0
2022-06-28,BJ,0
2022-06-29,BJ,0
2022-06-30,BJ,0
2022-07-01,BJ,0
2022-07-02,BJ,0
2022-07-03,BJ,0
2022-07-04,BJ,0
2022-07-05,BJ,0
2022-07-06,BJ,0
2022-07-07,BJ,0
2022-07-08,BJ,0
2022-07-09,BJ,0
2022-07-10,BJ,0
2022-07-11,BJ,0
2022-07-12,BJ,0
2022-07-13,BJ,0
2022-07-14,BJ,0
2022-07-15,BJ,0
2022-07-16,BJ,0
2022-07-17,BJ,0
2022-07-18,BJ,0
2022-07-19,BJ,0
2022-07-20,BJ,0
2022-07-21,BJ,0
2022-07-22,BJ,0
2022-07-23,BJ,0
2022-07-24,BJ,0
2022-07-25,BJ,0
2022-07-26,BJ,0
2022-07-27,BJ,0
2022-07-28,BJ,0
2022-07-29,BJ,0
2022-07-30,BJ,0
2022-07-31,BJ,0
2022-08-01,BJ,0
2022-08-02,BJ,0
2022-08-03,BJ,0
2022-08-04,BJ,0
2022-08-05,BJ,0
2022-08-06,BJ,0
2022-08-07,BJ,0
2022-08-08,BJ,0
2022-08-09,BJ,0
2022-08-10,BJ,0
2022-08-11,BJ,0
2022-08-12,BJ,0
2022-08-13,BJ,0
2022-08-14,BJ,0
2022-08-15,BJ,0
2022-08-16,BJ,0
2022-08-17,BJ,0
2022-08-18,BJ,0
2022-08-19,BJ,0
2022-08-20,BJ,0
2022-08-21,BJ,10
2022-08-22,BJ,0
2022-08-23,BJ,0
2022-08-24,BJ,0
2022-08-25,BJ,0
2022-08-26,BJ,0
2022-08-27,BJ,0
2022-08-28,BJ,0
2022-08-29,BJ,0
2022-08-30,BJ,0
2022-08-31,BJ,0
2022-09-01,BJ,0
2022-09-02,BJ,0
2022-09-03,BJ,0
2022-09-04,BJ,0
2022-09-05,BJ,0
2022-09-06,BJ,0
2022-09-07,BJ,0
2022-09-08,BJ,0
2022-09-09,BJ,0
2022-09-10,BJ,0
2022-09-11,BJ,0
2022-09-12,BJ,0
2022-09-13,BJ,0
2022-09-14,BJ,0
2022-09-15,BJ,0
2022-09-16,BJ,0
2022-09-17,BJ,0
2022-09-18,BJ,0
2022-09-19,BJ,0
2022-09-20,BJ,0
2022-09-21,BJ,0
2022-09-22,BJ,0
2022-09-23,BJ,0
2022-09-24,BJ,0
2022-09-25,BJ,0
2022-09-26,BJ,0
2022-09-27,BJ,0
2022-09-28,BJ,0
2022-09-29,BJ,0
2022-09-30,BJ,0
2022-10-01,BJ,0
2022-10-02,BJ,0
2022-10-03,BJ,0
2022-10-04,BJ,0
2022-10-05,BJ,0
2022-10-06,BJ,0
2022-10-07,BJ,0
2022-10-08,BJ,0
2022-10-09,BJ,0
2022-10-10,BJ,0
2022-10-11,BJ,0
2022-10-12,BJ,0
2022-10-13,BJ,0
2022-10-14,BJ,0
2022-10-15,BJ,0
2022-10-16,BJ,0
2022-10-17,BJ,0
2022-10-18,BJ,0
2022-10-19,BJ,0
2022-10-20,BJ,0
2022-10-21,BJ,0
2022-10-22,BJ,0
2022-10-23,BJ,0
2022-10-24,BJ,0
2022-10-25,BJ,0
2022-10-26,BJ,0
2022-10-27,BJ,0
2022-10-28,BJ,0
2022-10-29,BJ,0
2022-10-30,BJ,0
2022-10-31,BJ,0
2022-11-01,BJ,0
2022-11-02,BJ,0
2022-11-03,BJ,0
2022-11-04,BJ,0
2022-11-05,BJ,0
2022-11-06,BJ,0
2022-11-07,BJ,0
2022-11-08,BJ,0
2022-11-09,BJ,0
2022-11-10,BJ,0
2022-11-11,BJ,0
2022-11-12,BJ,0
2022-11-13,BJ,0
2022-11-14,BJ,0
2022-11-15,BJ,0
2022-11-16,BJ,0
2022-11-17,BJ,0
2022-11-18,BJ,0
2022-11-19,BJ,0
2022-11-20,BJ,0
2022-11-21,BJ,0
2022-11-22,BJ,0
2022-11-23,BJ,0
2022-11-24,BJ,0
2022-11-25,BJ,0
2022-11-26,BJ,0
2022-11-27,BJ,0
2022-11-28,BJ,0
2022-11-29,BJ,0
2022-11-30,BJ,0
2022-12-01,BJ,0
2022-12-02,BJ,0
2022-12-03,BJ,0
2022-12-04,BJ,0
2022-12-05,BJ,0
2022-12-06,BJ,0
2022-12-07,BJ,0
2022-12-08,BJ,0
2022-12-09,BJ,0
2022-12-10,BJ,0
2022-12-11,BJ,0
2022-12-12,BJ,0
2022-12-13,BJ,0
2022-12-14,BJ,0
2022-12-15,BJ,0
2022-12-16,BJ,0
2022-12-17,BJ,0
2022-12-18,BJ,0
2022-12-19,BJ,0
2022-12-20,BJ,0
2022-12-21,BJ,0
2022-12-22,BJ,0
2022-12-23,BJ,0
2022-12-24,BJ,0
2022-12-25,BJ,0
2022-12-26,BJ,0
2022-12-27,BJ,0
2022-12-28,BJ,0
2022-12-29,BJ,0
2022-12-30,BJ,0
2022-12-31,BJ,0
2023-01-01,BJ,0
2023-01-02,BJ,0
2023-01-03,BJ,0
2023-01-04,BJ,0
2023-01-05,BJ,0
2023-01-06,BJ,0
2023-01-07,BJ,0
2023-01-08,BJ,0
2023-01-09,BJ,0
2023-01-10,BJ,0
2023-01-11,BJ,0
2023-01-12,BJ,0
2023-01-13,BJ,0
2023-01-14,BJ,0
2023-01-15,BJ,0
2023-01-16,BJ,0
2023-01-17,BJ,0
2023-01-18,BJ,0
2023-01-19,BJ,0
2023-01-20,BJ,0
2023-01-21,BJ,0
2023-01-22,BJ,0
2023-01-23,BJ,0
2023-01-24,BJ,0
2023-01-25,BJ,0
2023-01-26,BJ,0
2023-01-27,BJ,0
2023-01-28,BJ,0
2023-01-29,BJ,0
2023-01-30,BJ,0
2023-01-31,BJ,0
2023-02-01,BJ,0
2023-02-02,BJ,0
2023-02-03,BJ,0
2023-02-04,BJ,0
2023-02-05,BJ,0
2023-02-06,BJ,0
2023-02-07,BJ,0
2023-02-08,BJ,0
2023-02-09,BJ,0
2023-02-10,BJ,0
2023-02-11,BJ,0
2023-02-12,BJ,0
2023-02-13,BJ,0
2023-02-14,BJ,0
2023-02-15,BJ,0
2023-02-16,BJ,0
2023-02-17,BJ,0
2023-02-18,BJ,0
2023-02-19,BJ,0
2023-02-20,BJ,0
2023-02-21,BJ,0
2023-02-22,BJ,0
2023-02-23,BJ,0
2023-02-24,BJ,0
2023-02-25,BJ,0
2023-02-26,BJ,0
2023-02-27,BJ,0
2023-02-28,BJ,0
2023-03-01,BJ,0
2023-03-02,BJ,0
2023-03-03,BJ,0
2023-03-04,BJ,0
2023-03-05,BJ,0
2023-03-06,BJ,0
2023-03-07,BJ,0
2023-03-08,BJ,0
2023-03-09,BJ,0
2023-03-10,BJ,0
2023-03-11,BJ,0
2023-03-12,BJ,0
2023-03-13,BJ,0
2023-03-14,BJ,0
2023-03-15,BJ,0
2023-03-16,BJ,0
2023-03-17,BJ,0
2023-03-18,BJ,0
2023-03-19,BJ,0
2023-03-20,BJ,0
2023-03-21,BJ,0
2023-03-22,BJ,0
2023-03-23,BJ,0
2023-03-24,BJ,0
2023-03-25,BJ,0
2023-03-26,BJ,0
2023-03-27,BJ,0
2023-03-28,BJ,0
2023-03-29,BJ,0
2023-03-30,BJ,0
2023-03-31,BJ,0
2023-04-01,BJ,0
2023-04-02,BJ,0
2023-04-03,BJ,0
2023-04-04,BJ,0
2023-04-05,BJ,0
2023-04-06,BJ,0
2023-04-07,BJ,0
2023-04-08,BJ,0
2023-04-09,BJ,0
2023-04-10,BJ,0
2023-04-11,BJ,0
2023-04-12,BJ,0
2023-04-13,BJ,0
2023-04-14,BJ,0
2023-04-15,BJ,0
2023-04-16,BJ,0
2023-04-17,BJ,0
2023-04-18,BJ,0
2023-04-19,BJ,0
2023-04-20,BJ,0
2023-04-21,BJ,0
2023-04-22,BJ,0
2023-04-23,BJ,0
2023-04-24,BJ,0
2023-04-25,BJ,0
2023-04-26,BJ,0
2023-04-27,BJ,0
2023-04-28,BJ,0
2023-04-29,BJ,0
2023-04-30,BJ,0
2023-05-01,BJ,0
2023-05-02,BJ,0
2023-05-03,BJ,0
2023-05-04,BJ,0
2023-05-05,BJ,0
2023-05-06,BJ,0
2023-05-07,BJ,0
2023-05-08,BJ,0
2023-05-09,BJ,0
2023-05-10,BJ,0
2023-05-11,BJ,0
2023-05-12,BJ,0
2023-05-13,BJ,0
2023-05-14,BJ,0
2023-05-15,BJ,0
2023-05-16,BJ,0
2023-05-17,BJ,0
2023-05-18,BJ,0
2023-05-19,BJ,0
2023-05-20,BJ,0
2023-05-21,BJ,0
2023-05-22,BJ,0
2023-05-23,BJ,0
2023-05-24,BJ,0
2023-05-25,BJ,0
2023-05-26,BJ,0
2023-05-27,BJ,0
2023-05-28,BJ,0
2023-05-29,BJ,0
2023-05-30,BJ,0
2023-05-31,BJ,0
2023-06-01,BJ,0
2023-06-02,BJ,0
2023-06-03,BJ,0
2023-06-04,BJ,0
2023-06-05,BJ,0
2023-06-06,BJ,0
2023-06-07,BJ,0
